Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Age_group
Single,General,3,Arts/Communication,1,Secondary Education,127.0,1,Basic Education,No Schooling/Primary,Plant/Machine,Technicians,133.7,1,0,1,1,Male,0,18,0,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,130.0,1,Higher Education,Higher Education,Elementary,Managers,117.6,0,0,0,1,Male,0,19,0,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,140.0,1,Basic Education,No Schooling/Primary,Elementary,Other,140.0,0,0,0,1,Male,0,19,0,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,Dropout,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,150.0,1,Basic Education,Secondary,Managers,Managers,150.0,0,0,0,1,Male,0,22,0,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled,20-22
Single,Special/Island/Ordinance,2,Social Sciences,1,Secondary Education,133.0,1,Basic Education,No Schooling/Primary,Clerical,Service/Sales,133.7,1,0,0,1,Female,0,18,0,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,Graduate,17-19
Single,Special/Island/Ordinance,4,Arts/Communication,1,Secondary Education,109.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Technicians,137.0,1,0,0,1,Female,1,18,0,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate,17-19
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,133.1,1,Higher Education,Basic Education,Professionals,Managers,128.2,0,0,0,1,Female,0,23,0,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout,23-25
Single,General,4,Arts/Communication,1,Secondary Education,133.0,1,Secondary,Higher Education,Elementary,Service/Sales,129.2,1,0,1,0,Male,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,20-22
Single,General,3,Arts/Communication,1,Secondary Education,134.0,1,Higher Education,Secondary,Technicians,Technicians,129.5,1,0,0,1,Male,0,18,0,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,17-19
Single,General,4,Arts/Communication,1,Secondary Education,125.0,1,Basic Education,Basic Education,Elementary,Craft/Trade,129.6,1,0,0,1,Male,0,18,0,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,17-19
Single,General,3,Engineering/Tech,1,Secondary Education,135.0,1,Secondary,Basic Education,Clerical,Elementary,121.7,1,0,0,1,Male,0,18,0,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,17-19
Single,General,2,Arts/Communication,1,Secondary Education,132.0,1,Basic Education,Secondary,Elementary,Elementary,141.8,1,0,0,1,Male,0,20,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate,20-22
Single,General,3,Arts/Communication,1,Secondary Education,135.0,1,Higher Education,Secondary,Professionals,Clerical,129.8,1,0,0,1,Male,0,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,Graduate,20-22
Single,Transfer/Change,1,Arts/Communication,1,Higher Education,100.0,1,Secondary,Secondary,Clerical,Clerical,106.0,0,0,0,1,Male,0,21,0,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,Dropout,20-22
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,144.0,1,Basic Education,Basic Education,Elementary,Clerical,121.6,0,0,0,1,Male,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,20-22
Single,General,1,Engineering/Tech,1,Secondary Education,125.0,1,Basic Education,Secondary,Service/Sales,Clerical,121.5,1,0,0,1,Male,0,20,0,0,5,7,5,15.8,0,0,5,7,5,14.571428571428571,0,11.1,0.6,2.02,Dropout,20-22
Single,General,1,Arts/Communication,1,Secondary Education,133.1,1,Secondary,No Schooling/Primary,Elementary,Elementary,117.0,0,0,1,1,Male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,130.0,1,No Schooling/Primary,Basic Education,Elementary,Service/Sales,130.0,1,0,0,1,Male,0,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled,17-19
Single,General,1,Business/Economy,1,Secondary Education,117.0,1,Secondary,Secondary,Clerical,Clerical,117.7,1,0,0,1,Male,0,20,0,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,140.0,1,Basic Education,No Schooling/Primary,Service/Sales,Craft/Trade,140.0,1,0,0,1,Male,0,19,0,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,132.0,1,Secondary,Other,Technicians,Technicians,133.1,1,0,0,1,Male,0,19,0,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout,17-19
Single,Special/Island/Ordinance,1,Engineering/Tech,1,Secondary Education,133.1,41,Higher Education,Higher Education,Professionals,Professionals,100.0,0,0,1,1,Male,0,24,1,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled,23-25
Single,General,1,Business/Economy,1,Secondary Education,132.0,1,Basic Education,Secondary,Service/Sales,Clerical,119.1,0,0,1,1,Male,0,18,0,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,148.0,1,Basic Education,Basic Education,Elementary,Plant/Machine,129.8,0,0,0,0,Male,1,18,0,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled,17-19
Single,General,1,Social Sciences,1,Secondary Education,133.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,131.3,1,0,1,1,Female,0,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Dropout,17-19
Single,General,5,Arts/Communication,1,Secondary Education,143.0,1,Secondary,Secondary,Craft/Trade,Craft/Trade,136.7,1,0,0,1,Female,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate,17-19
Single,General,1,Social Sciences,1,Secondary Education,143.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,126.2,1,0,0,1,Female,1,21,0,0,6,7,6,13.333333333333334,0,0,6,7,6,13.5,0,12.4,0.5,1.79,Graduate,20-22
Single,Special/Island/Ordinance,1,Engineering/Tech,1,Secondary Education,133.1,41,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,109.6,0,0,0,1,Female,0,18,1,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,141.0,1,Secondary,Basic Education,Technicians,Technicians,131.9,1,0,0,1,Female,1,18,0,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,Graduate,17-19
Single,General,2,Social Sciences,1,Secondary Education,140.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,140.7,1,0,0,1,Female,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,16.0,0,10.8,1.4,1.74,Graduate,17-19
Single,General,6,Social Sciences,0,Secondary Education,134.0,1,Higher Education,Basic Education,Professionals,Clerical,120.7,1,0,0,1,Female,0,23,0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,23-25
Single,General,2,Business/Economy,1,Secondary Education,118.0,1,Higher Education,Basic Education,Professionals,Clerical,113.8,1,0,0,1,Female,0,21,0,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate,20-22
Single,General,1,Social Sciences,1,Secondary Education,135.0,1,Basic Education,No Schooling/Primary,Craft/Trade,Service/Sales,121.0,0,0,0,1,Female,0,20,0,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled,20-22
Single,General,1,Social Sciences,0,Secondary Education,119.0,1,Other,Other,Other,Other,112.4,1,0,0,1,Female,0,26,0,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,7.6,2.6,0.32,Dropout,26-29
Single,General,6,Arts/Communication,1,Secondary Education,145.0,1,Secondary,Basic Education,Clerical,Clerical,131.0,1,0,0,1,Female,1,18,0,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled,17-19
Single,General,1,Arts/Communication,1,Secondary Education,143.0,1,Higher Education,No Schooling/Primary,Elementary,Elementary,142.7,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,123.0,1,Basic Education,Basic Education,Elementary,Plant/Machine,125.5,0,0,0,0,Female,1,19,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,8.9,1.4,3.51,Graduate,17-19
Single,General,3,Health/Medicine,1,Secondary Education,108.0,1,Basic Education,Secondary,Elementary,Technicians,107.8,1,0,0,1,Female,1,20,0,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,3,Arts/Communication,1,Secondary Education,117.0,1,No Schooling/Primary,Basic Education,Craft/Trade,Craft/Trade,110.4,1,0,1,0,Female,0,19,0,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,Dropout,17-19
Single,Transfer/Change,1,Social Sciences,1,Higher Education,140.0,1,No Schooling/Primary,Basic Education,Elementary,Other,136.1,1,0,1,1,Female,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,20-22
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,170.0,1,No Schooling/Primary,No Schooling/Primary,Clerical,Agriculture/Fishery,138.3,0,0,0,1,Female,0,33,0,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate,30+
Single,General,2,Engineering/Tech,1,Secondary Education,157.0,1,Higher Education,No Schooling/Primary,Clerical,Agriculture/Fishery,142.3,0,0,0,1,Female,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Health/Medicine,1,Higher Education,141.0,1,No Schooling/Primary,Secondary,Elementary,Clerical,145.0,0,0,0,1,Female,0,21,0,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,7.6,2.6,0.32,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,125.0,1,Higher Education,Basic Education,Professionals,Technicians,125.7,1,0,0,1,Female,0,19,0,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,8.9,1.4,3.51,Graduate,17-19
Separated/Divorced/Widower,Transfer/Change,1,Education,1,Basic Education,133.1,1,No Schooling/Primary,Basic Education,Elementary,Elementary,108.0,0,0,1,0,Female,0,33,0,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled,30+
Married/Union,General,4,Health/Medicine,1,Secondary Education,143.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Service/Sales,128.7,1,0,0,1,Female,0,18,0,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,142.0,1,Secondary,Basic Education,Clerical,Clerical,128.0,0,0,0,1,Female,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,17-19
Single,General,3,Arts/Communication,1,Secondary Education,150.0,1,Basic Education,No Schooling/Primary,Clerical,Clerical,146.5,1,0,0,1,Female,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,20-22
Single,General,2,Business/Economy,1,Secondary Education,112.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,106.1,1,0,0,0,Female,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,20-22
Single,General,2,Social Sciences,0,Secondary Education,133.1,1,Basic Education,Secondary,Managers,Managers,118.0,0,0,0,1,Female,1,20,0,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,Graduate,20-22
Single,General,1,Engineering/Tech,1,Secondary Education,125.0,1,Secondary,No Schooling/Primary,Clerical,Elementary,117.0,1,0,0,1,Female,1,19,0,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,10.8,1.4,1.74,Graduate,17-19
Single,General,3,Social Sciences,1,Secondary Education,121.0,1,No Schooling/Primary,No Schooling/Primary,Plant/Machine,Plant/Machine,115.4,1,0,0,1,Female,1,19,0,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,3,Social Sciences,1,Secondary Education,133.1,1,Higher Education,Secondary,Professionals,Technicians,117.0,1,0,0,1,Female,0,21,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,133.1,1,Higher Education,Higher Education,Clerical,Professionals,144.9,1,0,0,1,Female,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled,26-29
Single,General,1,Social Sciences,1,Secondary Education,135.0,1,No Schooling/Primary,No Schooling/Primary,Plant/Machine,Agriculture/Fishery,127.0,0,0,0,1,Female,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,20-22
Single,General,4,Health/Medicine,1,Secondary Education,132.0,1,Basic Education,No Schooling/Primary,Service/Sales,Service/Sales,118.0,1,0,0,1,Female,0,18,0,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,12.7,3.7,-1.7,Graduate,17-19
Married/Union,Transfer/Change,1,Education,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,118.0,0,0,0,1,Female,0,27,0,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,Dropout,26-29
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,135.0,1,Secondary,No Schooling/Primary,Technicians,Elementary,126.4,1,0,0,1,Female,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate,20-22
Single,Transfer/Change,1,Business/Economy,1,Higher Education,110.0,1,Basic Education,Higher Education,Craft/Trade,Other,110.0,0,0,0,1,Female,0,21,0,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled,20-22
Single,General,1,Health/Medicine,1,Secondary Education,133.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,124.4,1,0,0,1,Female,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,140.0,1,Secondary,Basic Education,Elementary,Elementary,140.0,1,0,0,1,Female,0,20,0,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled,20-22
Single,General,1,Arts/Communication,1,Secondary Education,135.0,1,Secondary,Basic Education,Clerical,Other,129.4,1,0,0,1,Female,0,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,11.1,0.6,2.02,Graduate,17-19
Single,Transfer/Change,1,Social Sciences,1,Higher Education,140.0,1,Secondary,Secondary,Technicians,Service/Sales,141.7,0,0,0,1,Female,1,20,0,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,2,Engineering/Tech,1,Secondary Education,144.0,1,Secondary,Basic Education,Clerical,Other,132.1,1,0,0,1,Female,1,19,0,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,5,Health/Medicine,1,Secondary Education,122.0,1,No Schooling/Primary,Higher Education,Elementary,Professionals,116.8,1,0,0,1,Female,0,20,0,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,1,Business/Economy,0,Secondary Education,143.0,1,Basic Education,No Schooling/Primary,Service/Sales,Plant/Machine,135.0,0,0,0,1,Female,1,20,0,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,150.0,1,No Schooling/Primary,Secondary,Service/Sales,Service/Sales,150.0,0,0,0,1,Female,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled,20-22
Single,General,3,Social Sciences,1,Secondary Education,124.0,1,Basic Education,Secondary,Craft/Trade,Other,116.0,1,0,1,1,Female,0,19,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,156.0,1,Higher Education,Higher Education,Professionals,Professionals,155.0,0,0,0,1,Female,0,18,0,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,142.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Other,127.0,1,0,0,1,Female,0,18,0,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,10.8,1.4,1.74,Graduate,17-19
Single,General,1,Health/Medicine,1,Secondary Education,142.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,130.8,1,0,0,1,Female,1,19,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,126.0,1,Other,No Schooling/Primary,Service/Sales,Elementary,121.8,1,0,0,1,Female,0,19,0,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,Dropout,17-19
Single,Transfer/Change,1,Agriculture,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Clerical,140.0,0,0,0,1,Male,0,43,0,0,6,8,6,12.875,0,0,6,14,5,12.142857142857142,0,16.2,0.3,-0.92,Enrolled,30+
Married/Union,Transfer/Change,1,Arts/Communication,1,Secondary Education,170.0,1,No Schooling/Primary,Other,Other,Clerical,148.5,0,0,0,1,Male,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout,30+
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,130.0,1,Other,Other,Unknown,Unknown,109.8,1,0,0,0,Male,0,23,0,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,23-25
Single,General,1,Social Sciences,1,Secondary Education,133.0,41,Basic Education,Basic Education,Elementary,Elementary,119.7,1,0,1,1,Female,1,19,1,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,Graduate,17-19
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,122.0,1,Higher Education,Higher Education,Professionals,Professionals,122.0,1,0,0,1,Female,0,20,0,0,8,11,6,12.491666666666667,0,0,8,11,6,12.491666666666667,0,12.7,3.7,-1.7,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,138.0,1,Secondary,Higher Education,Clerical,Clerical,147.5,1,0,0,1,Female,1,19,0,6,12,12,12,13.666666666666666,0,4,11,12,11,14.166666666666666,0,8.9,1.4,3.51,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,163.0,14,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,150.8,1,0,0,1,Female,0,19,1,0,6,13,6,16.0,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,Graduate,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,150.0,1,Basic Education,No Schooling/Primary,Clerical,Craft/Trade,150.0,1,0,0,1,Female,0,19,0,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,Transfer/Change,1,Social Sciences,0,Basic Education,133.1,1,Basic Education,Basic Education,Clerical,Clerical,131.5,0,0,1,1,Female,1,39,0,0,6,9,6,11.833333333333334,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate,30+
Single,General,1,Arts/Communication,1,Secondary Education,144.0,1,Secondary,Secondary,Technicians,Service/Sales,127.2,1,0,0,1,Female,1,20,0,0,6,6,6,12.666666666666666,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,118.0,1,No Schooling/Primary,Basic Education,Elementary,Technicians,111.0,1,0,0,1,Female,0,21,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,20-22
Single,Transfer/Change,5,Social Sciences,1,Secondary Education,101.0,24,No Schooling/Primary,Basic Education,Elementary,Craft/Trade,119.9,1,0,1,0,Female,0,22,1,5,11,16,9,10.88888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,Graduate,20-22
Single,General,2,Arts/Communication,1,Secondary Education,133.0,1,Basic Education,No Schooling/Primary,Service/Sales,Other,133.7,1,0,0,1,Female,0,19,0,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,133.1,1,Secondary,Basic Education,Clerical,Managers,140.0,1,0,0,1,Female,0,22,0,0,6,6,6,15.166666666666666,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,Graduate,20-22
Single,Special/Island/Ordinance,2,Education,1,Secondary Education,124.0,1,Basic Education,Basic Education,Technicians,Technicians,113.9,1,0,0,1,Female,1,19,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.0,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,127.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,120.7,1,0,1,1,Male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Married/Union,Transfer/Change,1,Business/Economy,1,Secondary Education,133.1,1,Basic Education,Basic Education,Elementary,Elementary,119.8,0,0,0,1,Male,0,26,0,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled,26-29
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,110.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,121.8,0,0,0,0,Male,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,30+
Single,General,1,Arts/Communication,1,Secondary Education,110.0,1,Basic Education,Higher Education,Service/Sales,Service/Sales,117.7,1,0,1,1,Male,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,20-22
Married/Union,Transfer/Change,1,Business/Economy,1,Secondary Education,160.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,110.0,0,0,0,1,Male,0,30,0,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,Dropout,30+
Single,Transfer/Change,1,Agriculture,1,Secondary Education,120.0,1,Secondary,Secondary,Clerical,Other,134.4,0,0,0,1,Male,0,24,0,0,6,7,6,15.714285714285714,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,Dropout,23-25
Single,General,1,Business/Economy,1,Secondary Education,133.1,1,Other,Other,Other,Other,125.3,0,0,0,1,Male,0,26,0,11,15,15,11,10.818181818181818,0,12,14,15,11,11.636363636363637,1,7.6,2.6,0.32,Dropout,26-29
Single,General,1,Business/Economy,1,Secondary Education,132.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,119.1,0,0,0,0,Male,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout,17-19
Married/Union,Transfer/Change,1,Social Sciences,1,Secondary Education,130.0,1,Basic Education,No Schooling/Primary,Elementary,Other,146.0,0,0,0,1,Male,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate,30+
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,130.0,1,Secondary,Secondary,Managers,Managers,130.0,1,0,0,1,Male,0,33,0,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,Enrolled,30+
Single,General,6,Business/Economy,1,Secondary Education,129.0,1,Basic Education,Secondary,Elementary,Clerical,122.0,1,0,0,1,Male,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,5,Engineering/Tech,1,Secondary Education,130.0,1,Basic Education,Secondary,Clerical,Service/Sales,118.1,1,0,1,0,Male,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,105.2,0,0,0,1,Male,0,29,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,26-29
Single,General,5,Engineering/Tech,1,Secondary Education,131.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,123.3,1,0,0,1,Male,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,129.0,1,Secondary,Secondary,Elementary,Elementary,124.8,1,0,0,1,Male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,17-19
Single,Transfer/Change,1,Business/Economy,0,Basic Education,133.1,1,Basic Education,No Schooling/Primary,Elementary,Elementary,149.4,0,0,0,0,Male,0,29,0,0,5,11,2,11.333333333333334,0,0,5,9,1,12.0,0,11.1,0.6,2.02,Dropout,26-29
